Attaching to anvil, nf4_client, nf4_client2, nf4_configuration, nf4_db_client, nf4_db_client2, nf4_db_proposer, nf4_deployer, nf4_proposer, nf4_test
anvil              | Waiting for anvil to be ready... (1)
nf4_configuration  | 2025/08/20 20:11:19 [notice] 1#1: start worker process 69
nf4_configuration  | 2025/08/20 20:11:19 [notice] 1#1: start worker process 70
nf4_configuration  | 2025/08/20 20:11:19 [notice] 1#1: start worker process 71
nf4_configuration  | 2025/08/20 20:11:19 [notice] 1#1: start worker process 72
nf4_configuration  | 2025/08/20 20:11:19 [notice] 1#1: start worker process 73
nf4_configuration  | 2025/08/20 20:11:19 [notice] 1#1: start worker process 74
nf4_configuration  | 2025/08/20 20:11:19 [notice] 1#1: start worker process 75
nf4_configuration  | 2025/08/20 20:11:19 [notice] 1#1: start worker process 76
nf4_configuration  | 2025/08/20 20:11:19 [notice] 1#1: start worker process 77
nf4_configuration  | 2025/08/20 20:11:19 [notice] 1#1: start worker process 78
nf4_configuration  | 2025/08/20 20:11:19 [notice] 1#1: start worker process 79
nf4_configuration  | 2025/08/20 20:11:19 [notice] 1#1: start worker process 80
nf4_configuration  | 2025/08/20 20:11:19 [notice] 1#1: start worker process 81
nf4_configuration  | 2025/08/20 20:11:19 [notice] 1#1: start worker process 82
nf4_configuration  | 2025/08/20 20:11:19 [notice] 1#1: start worker process 83
nf4_configuration  | 2025/08/20 20:11:19 [notice] 1#1: start worker process 84
nf4_configuration  | 2025/08/20 20:11:19 [notice] 1#1: start worker process 85
nf4_configuration  | 2025/08/20 20:11:19 [notice] 1#1: start worker process 86
nf4_configuration  | 2025/08/20 20:11:19 [notice] 1#1: start worker process 87
nf4_configuration  | 2025/08/20 20:11:19 [notice] 1#1: start worker process 88
nf4_configuration  | 2025/08/20 20:11:19 [notice] 1#1: start worker process 89
nf4_configuration  | 2025/08/20 20:11:19 [notice] 1#1: start worker process 90
nf4_configuration  | 2025/08/20 20:11:19 [notice] 1#1: start worker process 91
nf4_configuration  | 2025/08/20 20:11:19 [notice] 1#1: start worker process 92
nf4_configuration  | 2025/08/20 20:11:19 [notice] 1#1: start worker process 93
nf4_configuration  | 2025/08/20 20:11:19 [notice] 1#1: start worker process 94
nf4_configuration  | 2025/08/20 20:11:19 [notice] 1#1: start worker process 95
nf4_configuration  | 2025/08/20 20:11:19 [notice] 1#1: start worker process 96
nf4_configuration  | 2025/08/20 20:11:19 [notice] 1#1: start worker process 97
nf4_configuration  | 2025/08/20 20:11:19 [notice] 1#1: start worker process 98
nf4_configuration  | 2025/08/20 20:11:19 [notice] 1#1: start worker process 99
nf4_configuration  | 2025/08/20 20:11:19 [notice] 1#1: start worker process 100
nf4_configuration  | 2025/08/20 20:11:19 [notice] 1#1: start worker process 101
nf4_configuration  | 2025/08/20 20:11:19 [notice] 1#1: start worker process 102
nf4_configuration  | 2025/08/20 20:11:19 [notice] 1#1: start worker process 103
nf4_configuration  | 2025/08/20 20:11:19 [notice] 1#1: start worker process 104
nf4_configuration  | 2025/08/20 20:11:19 [notice] 1#1: start worker process 105
nf4_configuration  | 2025/08/20 20:11:19 [notice] 1#1: start worker process 106
nf4_configuration  | 2025/08/20 20:11:19 [notice] 1#1: start worker process 107
nf4_configuration  | 2025/08/20 20:11:19 [notice] 1#1: start worker process 108
nf4_configuration  | 2025/08/20 20:11:19 [notice] 1#1: start worker process 109
nf4_configuration  | 2025/08/20 20:11:19 [notice] 1#1: start worker process 110
nf4_configuration  | 2025/08/20 20:11:19 [notice] 1#1: start worker process 111
nf4_configuration  | 2025/08/20 20:11:19 [notice] 1#1: start worker process 112
nf4_configuration  | 2025/08/20 20:11:19 [notice] 1#1: start worker process 113
nf4_configuration  | 2025/08/20 20:11:19 [notice] 1#1: start worker process 114
nf4_configuration  | 2025/08/20 20:11:19 [notice] 1#1: start worker process 115
nf4_configuration  | 2025/08/20 20:11:19 [notice] 1#1: start worker process 116
nf4_configuration  | 2025/08/20 20:11:19 [notice] 1#1: start worker process 117
nf4_configuration  | 2025/08/20 20:11:19 [notice] 1#1: start worker process 118
nf4_configuration  | 2025/08/20 20:11:19 [notice] 1#1: start worker process 119
nf4_configuration  | 2025/08/20 20:11:19 [notice] 1#1: start worker process 120
nf4_configuration  | 2025/08/20 20:11:19 [notice] 1#1: start worker process 121
nf4_configuration  | 2025/08/20 20:11:19 [notice] 1#1: start worker process 122
nf4_configuration  | 2025/08/20 20:11:19 [notice] 1#1: start worker process 123
nf4_configuration  | 2025/08/20 20:11:19 [notice] 1#1: start worker process 124
nf4_configuration  | 2025/08/20 20:11:19 [notice] 1#1: start worker process 125
nf4_configuration  | 2025/08/20 20:11:19 [notice] 1#1: start worker process 126
nf4_configuration  | 2025/08/20 20:11:19 [notice] 1#1: start worker process 127
nf4_configuration  | 2025/08/20 20:11:19 [notice] 1#1: start worker process 128
nf4_configuration  | 2025/08/20 20:11:19 [notice] 1#1: start worker process 129
nf4_configuration  | 2025/08/20 20:11:19 [notice] 1#1: start worker process 130
nf4_configuration  | 2025/08/20 20:11:19 [notice] 1#1: start worker process 131
nf4_configuration  | 2025/08/20 20:11:19 [notice] 1#1: start worker process 132
nf4_configuration  | 2025/08/20 20:11:19 [notice] 1#1: start worker process 133
nf4_configuration  | 2025/08/20 20:11:19 [notice] 1#1: start worker process 134
nf4_configuration  | 2025/08/20 20:11:19 [notice] 1#1: start worker process 135
nf4_configuration  | 2025/08/20 20:11:19 [notice] 1#1: start worker process 136
nf4_configuration  | 2025/08/20 20:11:19 [notice] 1#1: start worker process 137
nf4_configuration  | 2025/08/20 20:11:19 [notice] 1#1: start worker process 138
nf4_configuration  | 2025/08/20 20:11:19 [notice] 1#1: start worker process 139
nf4_configuration  | 2025/08/20 20:11:19 [notice] 1#1: start worker process 140
nf4_configuration  | 2025/08/20 20:11:19 [notice] 1#1: start worker process 141
nf4_configuration  | 2025/08/20 20:11:19 [notice] 1#1: start worker process 142
nf4_configuration  | 2025/08/20 20:11:19 [notice] 1#1: start worker process 143
nf4_configuration  | 2025/08/20 20:11:19 [notice] 1#1: start worker process 144
nf4_configuration  | 2025/08/20 20:11:19 [notice] 1#1: start worker process 145
nf4_configuration  | 2025/08/20 20:11:19 [notice] 1#1: start worker process 146
nf4_configuration  | 2025/08/20 20:11:19 [notice] 1#1: start worker process 147
nf4_configuration  | 2025/08/20 20:11:19 [notice] 1#1: start worker process 148
nf4_configuration  | 2025/08/20 20:11:19 [notice] 1#1: start worker process 149
nf4_configuration  | 2025/08/20 20:11:19 [notice] 1#1: start worker process 150
nf4_configuration  | 2025/08/20 20:11:19 [notice] 1#1: start worker process 151
nf4_configuration  | 2025/08/20 20:11:19 [notice] 1#1: start worker process 152
nf4_configuration  | 2025/08/20 20:11:19 [notice] 1#1: start worker process 153
nf4_configuration  | 2025/08/20 20:11:19 [notice] 1#1: start worker process 154
nf4_configuration  | 2025/08/20 20:11:19 [notice] 1#1: start worker process 155
nf4_configuration  | 2025/08/20 20:11:19 [notice] 1#1: start worker process 156
nf4_configuration  | 2025/08/20 20:11:19 [notice] 1#1: start worker process 157
nf4_configuration  | 2025/08/20 20:11:19 [notice] 1#1: start worker process 158
nf4_configuration  | 2025/08/20 20:11:19 [notice] 1#1: start worker process 159
nf4_configuration  | 2025/08/20 20:11:19 [notice] 1#1: start worker process 160
nf4_configuration  | 2025/08/20 20:11:19 [notice] 1#1: start worker process 161
nf4_configuration  | 2025/08/20 20:11:19 [notice] 1#1: start worker process 162
nf4_configuration  | 2025/08/20 20:11:19 [notice] 1#1: start worker process 163
nf4_configuration  | 2025/08/20 20:11:19 [notice] 1#1: start worker process 164
nf4_configuration  | 2025/08/20 20:11:19 [notice] 1#1: start worker process 165
nf4_configuration  | 2025/08/20 20:11:19 [notice] 1#1: start worker process 166
nf4_configuration  | 2025/08/20 20:11:19 [notice] 1#1: start worker process 167
nf4_configuration  | 2025/08/20 20:11:19 [notice] 1#1: start worker process 168
nf4_configuration  | 2025/08/20 20:11:19 [notice] 1#1: start worker process 169
nf4_configuration  | 2025/08/20 20:11:19 [notice] 1#1: start worker process 170
nf4_configuration  | 2025/08/20 20:11:19 [notice] 1#1: start worker process 171
nf4_configuration  | 2025/08/20 20:11:19 [notice] 1#1: start worker process 172
anvil              | Compiling 75 files with Solc 0.8.29
anvil              | installing solc version "0.8.29"
anvil              | Successfully installed solc 0.8.29
anvil              | Solc 0.8.29 finished in 3.16s
anvil              | Compiler run successful with warnings:
anvil              | Warning (2519): This declaration shadows an existing declaration.
anvil              |    --> blockchain_assets/contracts/proof_verification/UltraPlonkVerifier.sol:395:5:
anvil              |     |
anvil              | 395 |     uint256 p
anvil              |     |     ^^^^^^^^^
anvil              | Note: The shadowed declaration is here:
anvil              |   --> blockchain_assets/contracts/proof_verification/UltraPlonkVerifier.sol:25:5:
anvil              |    |
anvil              | 25 |     uint256 public p;
anvil              |    |     ^^^^^^^^^^^^^^^^
anvil              | 
anvil              | Warning (2519): This declaration shadows an existing declaration.
anvil              |    --> blockchain_assets/contracts/proof_verification/UltraPlonkVerifier.sol:458:5:
anvil              |     |
anvil              | 458 |     uint256 p
anvil              |     |     ^^^^^^^^^
anvil              | Note: The shadowed declaration is here:
anvil              |   --> blockchain_assets/contracts/proof_verification/UltraPlonkVerifier.sol:25:5:
anvil              |    |
anvil              | 25 |     uint256 public p;
anvil              |    |     ^^^^^^^^^^^^^^^^
anvil              | 
anvil              | Warning (5667): Unused function parameter. Remove or comment out the variable name to silence this warning.
anvil              |   --> blockchain_assets/contracts/proof_verification/MockVerifier.sol:11:9:
anvil              |    |
anvil              | 11 |         bytes calldata proofBytes, 
anvil              |    |         ^^^^^^^^^^^^^^^^^^^^^^^^^
anvil              | 
anvil              | Warning (5667): Unused function parameter. Remove or comment out the variable name to silence this warning.
anvil              |   --> blockchain_assets/contracts/proof_verification/MockVerifier.sol:12:9:
anvil              |    |
anvil              | 12 |         bytes calldata publicInputsHashBytes
anvil              |    |         ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
anvil              | 
anvil              | Warning (5667): Unused function parameter. Remove or comment out the variable name to silence this warning.
anvil              |    --> blockchain_assets/contracts/proof_verification/UltraPlonkVerifier.sol:390:5:
anvil              |     |
anvil              | 390 |     uint256 tmp,
anvil              |     |     ^^^^^^^^^^^
anvil              | 
anvil              | Warning (5667): Unused function parameter. Remove or comment out the variable name to silence this warning.
anvil              |    --> blockchain_assets/contracts/proof_verification/UltraPlonkVerifier.sol:456:5:
anvil              |     |
anvil              | 456 |     PolynomialEval.EvalData memory evalData,
anvil              |     |     ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
anvil              | 
anvil              | Warning (5667): Unused function parameter. Remove or comment out the variable name to silence this warning.
anvil              |    --> blockchain_assets/contracts/proof_verification/UltraPlonkVerifier.sol:457:5:
anvil              |     |
anvil              | 457 |     PolynomialEval.EvalDomain memory domain,
anvil              |     |     ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
anvil              | 
anvil              | Warning (2072): Unused local variable.
anvil              |     --> blockchain_assets/contracts/proof_verification/UltraPlonkVerifier.sol:1340:9:
anvil              |      |
anvil              | 1340 |         uint256[] memory hashTable = new uint256[](bases.length);
anvil              |      |         ^^^^^^^^^^^^^^^^^^^^^^^^^^
anvil              | 
anvil              | Warning (2018): Function state mutability can be restricted to pure
anvil              |    --> blockchain_assets/contracts/proof_verification/UltraPlonkVerifier.sol:389:5:
anvil              |     |
anvil              | 389 |     function compute_plookup_constant(
anvil              |     |     ^ (Relevant source part starts here and spans across multiple lines).
anvil              | 
anvil              | Warning (2018): Function state mutability can be restricted to pure
anvil              |    --> blockchain_assets/contracts/proof_verification/UltraPlonkVerifier.sol:452:2:
anvil              |     |
anvil              | 452 |  function compute_tmp(
anvil              |     |  ^ (Relevant source part starts here and spans across multiple lines).
anvil              | 
anvil              | Warning (2018): Function state mutability can be restricted to pure
anvil              |     --> blockchain_assets/contracts/proof_verification/UltraPlonkVerifier.sol:1487:2:
anvil              |      |
anvil              | 1487 |  function get_verification_key()
anvil              |      |  ^ (Relevant source part starts here and spans across multiple lines).
anvil              | 
anvil              | Script ran successfully.
anvil              | 
anvil              | ## Setting up 1 EVM.
anvil              | 
anvil              | ==========================
anvil              | 
anvil              | Chain 31337
anvil              | 
anvil              | Estimated gas price: 116.000000001 gwei
anvil              | 
anvil              | Estimated total gas used for script: 7640742
anvil              | 
anvil              | Estimated amount required: 0.886326072007640742 ETH
anvil              | 
anvil              | ==========================
anvil              | 
anvil              | 
anvil              | ==========================
anvil              | 
anvil              | ONCHAIN EXECUTION COMPLETE & SUCCESSFUL.
anvil              | 
anvil              | Transactions saved to: /blockchain_assets/logs/mock_deployment.s.sol/31337/run-latest.json
anvil              | 
anvil              | Sensitive values saved to: /blockchain_assets/cache/mock_deployment.s.sol/31337/run-latest.json
anvil              | 
nf4_deployer       | [0m[38;5;8m[[0m2025-08-20T20:11:34Z [0m[32mINFO [0m nightfall_deployer[0m[38;5;8m][0m Deployer has started
nf4_deployer       | [0m[38;5;8m[[0m2025-08-20T20:11:34Z [0m[32mINFO [0m nightfall_deployer[0m[38;5;8m][0m Deploying contracts
nf4_deployer       | [0m[38;5;8m[[0m2025-08-20T20:11:34Z [0m[32mINFO [0m nightfall_deployer::deployment[0m[38;5;8m][0m DEBUG: Running forge command: ["build", "--force"]
nf4_deployer       | [0m[38;5;8m[[0m2025-08-20T20:11:38Z [0m[32mINFO [0m nightfall_deployer::deployment[0m[38;5;8m][0m Command 'forge ["build", "--force"]' executed successfully: Compiling 85 files with Solc 0.8.29
nf4_deployer       |     installing solc version "0.8.29"
nf4_deployer       |     Successfully installed solc 0.8.29
nf4_deployer       |     Solc 0.8.29 finished in 3.53s
nf4_deployer       |     Compiler run successful with warnings:
nf4_deployer       |     Warning (2519): This declaration shadows an existing declaration.
nf4_deployer       |        --> blockchain_assets/contracts/proof_verification/UltraPlonkVerifier.sol:395:5:
nf4_deployer       |         |
nf4_deployer       |     395 |     uint256 p
nf4_deployer       |         |     ^^^^^^^^^
nf4_deployer       |     Note: The shadowed declaration is here:
nf4_deployer       |       --> blockchain_assets/contracts/proof_verification/UltraPlonkVerifier.sol:25:5:
nf4_deployer       |        |
nf4_deployer       |     25 |     uint256 public p;
nf4_deployer       |        |     ^^^^^^^^^^^^^^^^
nf4_deployer       |     
nf4_deployer       |     Warning (2519): This declaration shadows an existing declaration.
nf4_deployer       |        --> blockchain_assets/contracts/proof_verification/UltraPlonkVerifier.sol:458:5:
nf4_deployer       |         |
nf4_deployer       |     458 |     uint256 p
nf4_deployer       |         |     ^^^^^^^^^
nf4_deployer       |     Note: The shadowed declaration is here:
nf4_deployer       |       --> blockchain_assets/contracts/proof_verification/UltraPlonkVerifier.sol:25:5:
nf4_deployer       |        |
nf4_deployer       |     25 |     uint256 public p;
nf4_deployer       |        |     ^^^^^^^^^^^^^^^^
nf4_deployer       |     
nf4_deployer       |     Warning (5667): Unused function parameter. Remove or comment out the variable name to silence this warning.
nf4_deployer       |       --> blockchain_assets/contracts/proof_verification/MockVerifier.sol:11:9:
nf4_deployer       |        |
nf4_deployer       |     11 |         bytes calldata proofBytes, 
nf4_deployer       |        |         ^^^^^^^^^^^^^^^^^^^^^^^^^
nf4_deployer       |     
nf4_deployer       |     Warning (5667): Unused function parameter. Remove or comment out the variable name to silence this warning.
nf4_deployer       |       --> blockchain_assets/contracts/proof_verification/MockVerifier.sol:12:9:
nf4_deployer       |        |
nf4_deployer       |     12 |         bytes calldata publicInputsHashBytes
nf4_deployer       |        |         ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
nf4_deployer       |     
nf4_deployer       |     Warning (5667): Unused function parameter. Remove or comment out the variable name to silence this warning.
nf4_deployer       |        --> blockchain_assets/contracts/proof_verification/UltraPlonkVerifier.sol:390:5:
nf4_deployer       |         |
nf4_deployer       |     390 |     uint256 tmp,
nf4_deployer       |         |     ^^^^^^^^^^^
nf4_deployer       |     
nf4_deployer       |     Warning (5667): Unused function parameter. Remove or comment out the variable name to silence this warning.
nf4_deployer       |        --> blockchain_assets/contracts/proof_verification/UltraPlonkVerifier.sol:456:5:
nf4_deployer       |         |
nf4_deployer       |     456 |     PolynomialEval.EvalData memory evalData,
nf4_deployer       |         |     ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
nf4_deployer       |     
nf4_deployer       |     Warning (5667): Unused function parameter. Remove or comment out the variable name to silence this warning.
nf4_deployer       |        --> blockchain_assets/contracts/proof_verification/UltraPlonkVerifier.sol:457:5:
nf4_deployer       |         |
nf4_deployer       |     457 |     PolynomialEval.EvalDomain memory domain,
nf4_deployer       |         |     ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
nf4_deployer       |     
nf4_deployer       |     Warning (2072): Unused local variable.
nf4_deployer       |         --> blockchain_assets/contracts/proof_verification/UltraPlonkVerifier.sol:1340:9:
nf4_deployer       |          |
nf4_deployer       |     1340 |         uint256[] memory hashTable = new uint256[](bases.length);
nf4_deployer       |          |         ^^^^^^^^^^^^^^^^^^^^^^^^^^
nf4_deployer       |     
nf4_deployer       |     Warning (2018): Function state mutability can be restricted to pure
nf4_deployer       |        --> blockchain_assets/contracts/proof_verification/UltraPlonkVerifier.sol:389:5:
nf4_deployer       |         |
nf4_deployer       |     389 |     function compute_plookup_constant(
nf4_deployer       |         |     ^ (Relevant source part starts here and spans across multiple lines).
nf4_deployer       |     
nf4_deployer       |     Warning (2018): Function state mutability can be restricted to pure
nf4_deployer       |        --> blockchain_assets/contracts/proof_verification/UltraPlonkVerifier.sol:452:2:
nf4_deployer       |         |
nf4_deployer       |     452 |  function compute_tmp(
nf4_deployer       |         |  ^ (Relevant source part starts here and spans across multiple lines).
nf4_deployer       |     
nf4_deployer       |     Warning (2018): Function state mutability can be restricted to pure
nf4_deployer       |         --> blockchain_assets/contracts/proof_verification/UltraPlonkVerifier.sol:1487:2:
nf4_deployer       |          |
nf4_deployer       |     1487 |  function get_verification_key()
nf4_deployer       |          |  ^ (Relevant source part starts here and spans across multiple lines).
nf4_deployer       |     
nf4_deployer       |     Warning (2018): Function state mutability can be restricted to view
nf4_deployer       |       --> blockchain_assets/test_contracts/UltraPlonkVerifierTest.t.sol:25:5:
nf4_deployer       |        |
nf4_deployer       |     25 |     function testValidProofVerification() public {
nf4_deployer       |        |     ^ (Relevant source part starts here and spans across multiple lines).
nf4_deployer       |     
nf4_deployer       |     Warning (2018): Function state mutability can be restricted to view
nf4_deployer       |       --> blockchain_assets/test_contracts/UltraPlonkVerifierTest.t.sol:40:1:
nf4_deployer       |        |
nf4_deployer       |     40 | function testDuplicatedG1PointFailsVerification() public {
nf4_deployer       |        | ^ (Relevant source part starts here and spans across multiple lines).
nf4_deployer       |     
nf4_deployer       |     Warning (2018): Function state mutability can be restricted to view
nf4_deployer       |       --> blockchain_assets/test_contracts/UltraPlonkVerifierTest.t.sol:83:5:
nf4_deployer       |        |
nf4_deployer       |     83 |     function testWrongPublicInputFailsVerification() public {
nf4_deployer       |        |     ^ (Relevant source part starts here and spans across multiple lines).
nf4_deployer       |     
nf4_deployer       |     Warning (2018): Function state mutability can be restricted to view
nf4_deployer       |       --> blockchain_assets/test_contracts/UltraPlonkVerifierTest.t.sol:92:5:
nf4_deployer       |        |
nf4_deployer       |     92 |     function testEmptyPublicInputFailsVerification() public {
nf4_deployer       |        |     ^ (Relevant source part starts here and spans across multiple lines).
nf4_deployer       |     
nf4_deployer       |     
nf4_deployer       | [0m[38;5;8m[[0m2025-08-20T20:11:38Z [0m[32mINFO [0m nightfall_deployer::deployment[0m[38;5;8m][0m DEBUG: Running forge command: ["script", "Deployer", "--fork-url", "ws://anvil:8545", "--broadcast", "--force"]
nf4_deployer       | [0m[38;5;8m[[0m2025-08-20T20:11:45Z [0m[32mINFO [0m nightfall_deployer::deployment[0m[38;5;8m][0m Command 'forge ["script", "Deployer", "--fork-url", "ws://anvil:8545", "--broadcast", "--force"]' executed successfully: Compiling 75 files with Solc 0.8.29
nf4_deployer       |     Solc 0.8.29 finished in 2.68s
nf4_deployer       |     Compiler run successful with warnings:
nf4_deployer       |     Warning (2519): This declaration shadows an existing declaration.
nf4_deployer       |        --> blockchain_assets/contracts/proof_verification/UltraPlonkVerifier.sol:395:5:
nf4_deployer       |         |
nf4_deployer       |     395 |     uint256 p
nf4_deployer       |         |     ^^^^^^^^^
nf4_deployer       |     Note: The shadowed declaration is here:
nf4_deployer       |       --> blockchain_assets/contracts/proof_verification/UltraPlonkVerifier.sol:25:5:
nf4_deployer       |        |
nf4_deployer       |     25 |     uint256 public p;
nf4_deployer       |        |     ^^^^^^^^^^^^^^^^
nf4_deployer       |     
nf4_deployer       |     Warning (2519): This declaration shadows an existing declaration.
nf4_deployer       |        --> blockchain_assets/contracts/proof_verification/UltraPlonkVerifier.sol:458:5:
nf4_deployer       |         |
nf4_deployer       |     458 |     uint256 p
nf4_deployer       |         |     ^^^^^^^^^
nf4_deployer       |     Note: The shadowed declaration is here:
nf4_deployer       |       --> blockchain_assets/contracts/proof_verification/UltraPlonkVerifier.sol:25:5:
nf4_deployer       |        |
nf4_deployer       |     25 |     uint256 public p;
nf4_deployer       |        |     ^^^^^^^^^^^^^^^^
nf4_deployer       |     
nf4_deployer       |     Warning (5667): Unused function parameter. Remove or comment out the variable name to silence this warning.
nf4_deployer       |       --> blockchain_assets/contracts/proof_verification/MockVerifier.sol:11:9:
nf4_deployer       |        |
nf4_deployer       |     11 |         bytes calldata proofBytes, 
nf4_deployer       |        |         ^^^^^^^^^^^^^^^^^^^^^^^^^
nf4_deployer       |     
nf4_deployer       |     Warning (5667): Unused function parameter. Remove or comment out the variable name to silence this warning.
nf4_deployer       |       --> blockchain_assets/contracts/proof_verification/MockVerifier.sol:12:9:
nf4_deployer       |        |
nf4_deployer       |     12 |         bytes calldata publicInputsHashBytes
nf4_deployer       |        |         ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
nf4_deployer       |     
nf4_deployer       |     Warning (5667): Unused function parameter. Remove or comment out the variable name to silence this warning.
nf4_deployer       |        --> blockchain_assets/contracts/proof_verification/UltraPlonkVerifier.sol:390:5:
nf4_deployer       |         |
nf4_deployer       |     390 |     uint256 tmp,
nf4_deployer       |         |     ^^^^^^^^^^^
nf4_deployer       |     
nf4_deployer       |     Warning (5667): Unused function parameter. Remove or comment out the variable name to silence this warning.
nf4_deployer       |        --> blockchain_assets/contracts/proof_verification/UltraPlonkVerifier.sol:456:5:
nf4_deployer       |         |
nf4_deployer       |     456 |     PolynomialEval.EvalData memory evalData,
nf4_deployer       |         |     ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
nf4_deployer       |     
nf4_deployer       |     Warning (5667): Unused function parameter. Remove or comment out the variable name to silence this warning.
nf4_deployer       |        --> blockchain_assets/contracts/proof_verification/UltraPlonkVerifier.sol:457:5:
nf4_deployer       |         |
nf4_deployer       |     457 |     PolynomialEval.EvalDomain memory domain,
nf4_deployer       |         |     ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
nf4_deployer       |     
nf4_deployer       |     Warning (2072): Unused local variable.
nf4_deployer       |         --> blockchain_assets/contracts/proof_verification/UltraPlonkVerifier.sol:1340:9:
nf4_deployer       |          |
nf4_deployer       |     1340 |         uint256[] memory hashTable = new uint256[](bases.length);
nf4_deployer       |          |         ^^^^^^^^^^^^^^^^^^^^^^^^^^
nf4_deployer       |     
nf4_deployer       |     Warning (2018): Function state mutability can be restricted to pure
nf4_deployer       |        --> blockchain_assets/contracts/proof_verification/UltraPlonkVerifier.sol:389:5:
nf4_deployer       |         |
nf4_deployer       |     389 |     function compute_plookup_constant(
